id	Titulo	Autor
24235	¿Por qué perdimos la guerra?	Abad De Santillán, Diego

24313	Operaciones secretas de la Segunda Guerra Mundial	Hernández, Jesús

24696	Los crímenes de la Guerra Civil y otras polémicas	Moa, Pío

24746	La República española y la Guerra Civil	Jackson, Gabriel

24999	Vientos de guerra	Wouk, Herman

25418	Vientos de guerra	Wouk, Herman

25443	Guerra Civil	Agustí, Ignacio

25540	Tormentas de guerra: Warren y Janice	Wouk, Herman

25952	La guerra más fría	Tregillis, Ian

26009	Guerra y paz en el siglo XXI	Hobsbawm, Eric

26052	Las guerras de Elena	Querol, Marta

26249	La Guerra del Yom Kippur	Herzog, Chaim

26314	El Dios de la guerra	Cameron, Christian

26431	La Guerra Civil en Francia	Marx, Karl

26986	Roscoe, negocios de amor y guerra	Kennedy, William

27057	Postguerra	Judt, Tony

27169	Guerra de Granada	Hurtado De Mendoza, Diego

27299	La guerra naval en el Atlántico	Sierra, Luis de la

27404	Las guerras secretas de Fidel Castro	Benemelis, Juan F.

27409	La guerra de las piedras	Lanata, Jorge

27431	Puck en pie de guerra	Werner, Lisbeth

27533	La guerra de Vietnam	Appy, Christian G.

27552	Guerra Mundial Z	Brooks, Max

27876	La guerra del Pacífico	Schom, Alan

27959	Guerra matrimonial	Lamb, Charlotte

28302	Poemas sociales, de guerra y de muerte	Hernández, Miguel

28327	El mal de la guerra	Faner, Pau

28431	La segunda guerra mundial	Beevor, Antony

28564	Guerra del pueblo	Giap, Vo Nguyen

28627	El amor más grande. La historia de amor más conmovedora de la Segunda Guerra Mundial	Watkins, Olga

28730	La guerra de Churchill	Hastings, Max

28775	La segunda guerra mundial	Dahms, Hellmuth Guenther

28820	La guerra secreta de Coco Chanel	Vaughan, Hal

28822	Guerra	Junger, Sebastian

28844	La guerra naval en el Pacífico	Sierra, Luis de la

28917	Un rumor de guerra	Caputo, Philip

29251	Corsarios alemanes en la segunda guerra mundial	Sierra, Luis de la

29487	La Gran Guerra: la Primera Guerra Mundial al descubierto	Historia, Canal

30010	La tumba de barro: Historia resumida de la Primera Guerra Mundial	Gallego, Alberto

30434	Un talento para la guerra	McDevitt, Jack

30550	Guerra de alados	Anderson, Poul

30655	El miedo en la posguerra	Duro, Enrique González

30724	¿Por qué la República perdió la guerra?	Payne, Stanley G.

30725	40 preguntas fundamentales sobre la Guerra Civil	Payne, Stanley G.

30836	1914-1918. Historia de la Primera Guerra Mundial	Stevenson, David

30854	El hombre que puso final a las guerras	Guillén Allende, Imanol

30933	Todo lo que debe saber sobre la Primera Guerra Mundial	Hernández, Jesús

30966	Un Bergantín De Guerra	Woodman, Richard

30967	1914. De la paz a la guerra	MacMillan, Margaret

31090	La guerra de las mujeres Tomo II	Dumas, Alejandro

31091	La guerra de las mujeres Tomo I	Dumas, Alejandro

31170	Breve historia de la Primera Guerra Mundial	Lozano, Álvaro

31175	Guerra de espías	Hope, Fielding

31288	¡Otra maldita novela sobre la Guerra Civil!	Rosa, Isaac

31373	La guerra que había que ganar	Murray, Williamson & Millett, Allan R.

31764	Guerras de drones	Chencha, Antonio de

31766	La Primera Guerra Mundial contada para escépticos	Eslava Galán, Juan

31850	La guerra del general Escobar	Olaizola, José Luis

31965	Pequeñas guerras, lugares remotos	Burleigh, Michael

32014	Un escritor en guerra	Beevor, Antony

32064	Star Wars. Guerras Clon. Medstar II: Curandera Jedi	Reaves, Michael & Perry, Steve

32066	Star Wars - Guerras Clon - Medstar I: Médicos de guerra	Reaves, Michael & Perry, Steve

32143	El color de la guerra	Scarborough, Elizabeth Ann

32145	Rojas: las mujeres republicanas en la Guerra Civil	Nash, Mary

32159	La guerra del cielo	González, José Antonio

32187	La guerra olvidada	Halberstam, David

32301	Partes de guerra	Autores, Varios

32351	La guerra de los ivanes	Merridale, Catherine

32740	La guerra que ganó Franco	Vidal, César

32774	El crimen que desató la Guerra Civil	Semprún, Alfredo

32781	Guerra de amor	Smith, Kathryn

32998	En busca de la guerra de Troya	Wood, Michael

33363	La guerra de los cielos	Trujillo, Fernando & García, César

33364	La guerra de los cielos	Trujillo, Fernando & García, César

33365	La guerra de los cielos	Trujillo, Fernando & García, César

33648	La Segunda Guerra Mundial: la novela	Cosnava, Javier

33650	La guerra de la duquesa	Milan, Courtney

33822	Días de amor y de guerra	Anam, Tahmima

33902	La guerra de los botones	Pergaud, Louis

33963	La guerra secreta de Franco (1939-1945)	Ros Agudo, Manuel

34115	La intervención fascista en la Guerra Civil española	Coverdale, John F.

34284	La guerra de los capinegros	Pérez de Antón, Francisco

34663	La guerra de los espejos	Beddor, Frank

34707	Palomas de guerra	Preston, Paul

34722	El dios de la guerra	Hancock, Grahan

34915	Escritos sobre la guerra de España	Togliatti, Palmiro

34929	Desaparecidos de la Guerra de España (1936-?)	Torres, Rafael

35043	Hijos de la guerra	Martínez Reverte, Jorge & Thomás, Socorro

35189	El vapor de guerra Blasco de Garay	Delgado Bañón, Luis

